id,first_name,last_name,email,phone,address,city,state,zip_code,ssn,date_of_birth,account_number,brokerage,symbol,company_name,transaction_type,quantity,price,total_value,commission,trade_date,trade_time,portfolio_value,risk_tolerance,investment_goal,annual_income,net_worth
TXN_000293,Sandra,Lewis,sandra.lewis@gmail.com,+1-733-872-7303,5658 Park Ave,Fort Worth,TX,58120,770-18-5007,1973-06-03,ACC_8750366,TD Ameritrade,PYPL,PayPal Holdings Inc.,BUY,797,188.18,149979.46,5.15,2025-05-07,09:47:59,240866.7,Aggressive,Income,151885,496754
TXN_000294,Matthew,Lewis,matthew.lewis@gmail.com,+1-506-772-2027,2974 Broadway,Philadelphia,PA,43156,212-17-4703,1995-07-01,ACC_2943235,TD Ameritrade,UBER,Uber Technologies Inc.,SELL,146,182.02,26574.92,2.08,2025-06-27,14:10:20,482114.96,Aggressive,Growth,60574,475593
TXN_000295,Christopher,Lee,christopher.lee@outlook.com,+1-125-114-4269,5154 Pine Rd,Los Angeles,CA,43223,925-25-1631,1977-12-19,ACC_1379344,TD Ameritrade,TSLA,Tesla Inc.,SELL,107,182.7,19548.9,7.21,2025-06-16,12:12:25,85842.2,Moderate,Income,133997,458659
TXN_000296,David,Lewis,david.lewis@hotmail.com,+1-198-537-7709,6199 Maple Way,Fort Worth,TX,69111,236-39-4821,1958-04-03,ACC_4331680,Webull,SPOT,Spotify Technology SA,SELL,223,497.4,110920.2,6.05,2025-05-06,09:58:46,80467.95,Aggressive,Speculation,54565,901892
TXN_000297,Jessica,Perez,jessica.perez@outlook.com,+1-343-140-7831,6505 Oak Ave,New York,NY,47186,562-33-6807,1985-06-27,ACC_2124181,Fidelity,SNOW,Snowflake Inc.,SELL,935,439.85,411259.75,2.72,2025-06-02,14:01:59,370459.07,Conservative,Retirement,83416,1021483
TXN_000298,James,Smith,james.smith@outlook.com,+1-697-499-7782,2954 Maple Way,Philadelphia,PA,77418,232-91-8081,1974-07-22,ACC_8126856,Robinhood,RBLX,Roblox Corporation,SELL,646,319.81,206597.26,4.9,2025-05-05,12:42:24,360055.11,Aggressive,Retirement,43603,732921
TXN_000299,Karen,Davis,karen.davis@outlook.com,+1-659-339-7635,7443 Oak Ave,San Diego,CA,77110,240-76-1100,1971-07-07,ACC_1855176,Vanguard,META,Meta Platforms Inc.,SELL,374,211.03,78925.22,10.97,2025-05-18,15:09:20,320985.84,Aggressive,Speculation,198791,696852
TXN_000300,Steven,Taylor,steven.taylor@gmail.com,+1-722-371-5896,85 Pine Rd,San Jose,CA,57951,555-43-7612,1979-03-24,ACC_3142744,Merrill Edge,ADBE,Adobe Inc.,SELL,528,503.26,265721.28,9.38,2025-06-03,13:17:44,414784.62,Moderate,Retirement,51137,111295
TXN_000301,Sarah,Smith,sarah.smith@hotmail.com,+1-869-560-3534,3342 Maple Way,Seattle,WA,10317,272-97-2561,1962-09-03,ACC_8899693,Robinhood,CRM,Salesforce Inc.,BUY,492,255.19,125553.48,8.56,2025-06-06,10:11:25,405581.19,Aggressive,Retirement,136530,261126
TXN_000302,Andrew,Brown,andrew.brown@hotmail.com,+1-386-104-5781,9907 Cedar Ln,Phoenix,AZ,94571,541-22-6736,1952-09-12,ACC_8282463,Vanguard,TSLA,Tesla Inc.,BUY,976,511.76,499477.76,9.82,2025-05-11,11:23:59,363214.34,Moderate,Growth,75560,1231051
TXN_000303,William,Lewis,william.lewis@outlook.com,+1-172-546-1876,8147 Main St,Indianapolis,IN,23376,752-18-2075,1993-09-21,ACC_3128728,Robinhood,UBER,Uber Technologies Inc.,SELL,582,518.13,301551.66,2.64,2025-06-15,12:26:29,399410.18,Aggressive,Retirement,164573,1009364
TXN_000304,Nancy,Moore,nancy.moore@outlook.com,+1-165-239-2956,5103 Elm Dr,Houston,TX,75303,961-17-7716,1962-08-05,ACC_8878246,E*TRADE,AAPL,Apple Inc.,BUY,398,148.61,59146.78,7.31,2025-07-02,15:09:31,464207.53,Conservative,Income,141291,1287314
TXN_000305,William,Williams,william.williams@outlook.com,+1-531-256-3110,5849 First St,San Diego,CA,17855,722-83-8600,1953-05-10,ACC_3927699,TD Ameritrade,AMD,Advanced Micro Devices,SELL,816,348.02,283984.32,5.87,2025-05-06,14:11:07,308713.36,Moderate,Retirement,62141,1428623
TXN_000306,Lisa,Robinson,lisa.robinson@yahoo.com,+1-919-893-3265,4537 Park Ave,Indianapolis,IN,45240,495-68-8581,1986-01-23,ACC_6687311,TD Ameritrade,MSFT,Microsoft Corporation,BUY,3,315.11,945.33,1.72,2025-05-17,12:49:16,276296.44,Aggressive,Retirement,38540,1275645
TXN_000307,Donna,Martin,donna.martin@gmail.com,+1-275-180-5667,6144 Broadway,Philadelphia,PA,80428,561-74-2480,1988-06-16,ACC_9563242,Charles Schwab,NVDA,NVIDIA Corporation,BUY,159,360.04,57246.36,2.51,2025-07-01,15:43:41,335110.14,Moderate,Income,187507,316115
TXN_000308,Donald,Smith,donald.smith@gmail.com,+1-951-491-9832,9264 Elm Dr,Jacksonville,FL,55230,984-69-5725,1962-02-04,ACC_6196571,E*TRADE,AAPL,Apple Inc.,BUY,492,370.08,182079.36,2.2,2025-05-29,12:05:54,277587.05,Aggressive,Speculation,112728,241207
TXN_000309,Sandra,Martin,sandra.martin@outlook.com,+1-762-554-5513,3488 Broadway,Columbus,OH,91401,955-37-1187,1987-08-04,ACC_8497459,Robinhood,AMD,Advanced Micro Devices,BUY,868,471.37,409149.16,8.42,2025-05-13,13:48:06,350151.34,Moderate,Speculation,40251,1099538
TXN_000310,Robert,Thompson,robert.thompson@hotmail.com,+1-660-251-1359,7727 Oak Ave,Austin,TX,64166,359-60-7019,1963-03-31,ACC_6905623,E*TRADE,PYPL,PayPal Holdings Inc.,BUY,423,259.16,109624.68,4.68,2025-06-21,11:08:06,423963.84,Moderate,Speculation,165789,90381
TXN_000311,Karen,Hernandez,karen.hernandez@yahoo.com,+1-475-377-3611,2215 Maple Way,San Francisco,CA,43327,216-72-5229,1996-09-04,ACC_8119671,Merrill Edge,RBLX,Roblox Corporation,SELL,508,177.35,90093.8,3.77,2025-06-09,14:56:10,79833.41,Conservative,Growth,101647,1428021
TXN_000312,Mark,Miller,mark.miller@outlook.com,+1-948-761-3955,1406 Oak Ave,Los Angeles,CA,53395,698-50-3198,1965-02-27,ACC_2778655,Interactive Brokers,ADBE,Adobe Inc.,BUY,614,249.86,153414.04,7.0,2025-06-20,09:57:02,64173.31,Aggressive,Growth,151960,360858
TXN_000313,Nancy,Robinson,nancy.robinson@yahoo.com,+1-856-704-9731,816 Broadway,Phoenix,AZ,86647,773-50-7398,1964-10-17,ACC_4014331,Merrill Edge,NFLX,Netflix Inc.,SELL,928,426.48,395773.44,5.86,2025-06-08,09:46:17,459460.42,Aggressive,Retirement,57147,1757244
TXN_000314,Ashley,Smith,ashley.smith@outlook.com,+1-695-903-4254,8748 Elm Dr,Charlotte,NC,39415,308-58-9737,1969-07-24,ACC_6894427,Fidelity,ZOOM,Zoom Video Communications,SELL,770,478.77,368652.9,7.66,2025-06-12,11:57:41,470607.05,Conservative,Growth,102427,471504
TXN_000315,Ashley,Lewis,ashley.lewis@gmail.com,+1-450-529-8376,6765 First St,Washington,DC,51508,128-63-3629,1991-04-23,ACC_8178850,Robinhood,INTC,Intel Corporation,BUY,226,398.97,90167.22,3.48,2025-06-13,13:01:25,62984.81,Conservative,Speculation,37625,562366
TXN_000316,David,Wilson,david.wilson@gmail.com,+1-153-130-3290,6348 Broadway,Fort Worth,TX,53431,402-58-4877,1958-11-01,ACC_4918970,E*TRADE,AMZN,Amazon.com Inc.,SELL,831,527.37,438244.47,1.44,2025-05-24,11:15:40,200381.49,Moderate,Retirement,166060,1461171
TXN_000317,Andrew,Ramirez,andrew.ramirez@outlook.com,+1-586-635-4274,4668 Maple Way,Fort Worth,TX,33840,354-70-1438,1980-12-21,ACC_8909539,Interactive Brokers,TSLA,Tesla Inc.,SELL,164,162.81,26700.84,4.56,2025-06-08,14:14:16,294288.52,Moderate,Speculation,91728,1760116
TXN_000318,Paul,Jones,paul.jones@yahoo.com,+1-223-265-8272,9545 First St,Dallas,TX,29219,821-98-8848,1955-12-31,ACC_6932395,Vanguard,ZOOM,Zoom Video Communications,SELL,883,139.06,122789.98,8.38,2025-06-08,10:59:47,371951.1,Moderate,Retirement,152412,241368
TXN_000319,Paul,Lee,paul.lee@hotmail.com,+1-963-666-3777,3766 First St,Fort Worth,TX,29820,618-34-5733,1985-04-22,ACC_3318824,Webull,CRM,Salesforce Inc.,SELL,274,162.71,44582.54,2.33,2025-06-15,12:57:28,103304.02,Conservative,Speculation,110243,1497224
TXN_000320,Christopher,Taylor,christopher.taylor@outlook.com,+1-535-487-2489,6846 Maple Way,Denver,CO,38075,527-40-1454,1996-05-31,ACC_1635842,Charles Schwab,AAPL,Apple Inc.,SELL,149,116.19,17312.31,7.8,2025-05-09,14:11:26,70449.08,Conservative,Growth,37013,1239818
TXN_000321,Donna,Smith,donna.smith@gmail.com,+1-481-671-3851,7038 First St,Seattle,WA,80934,748-75-7814,1993-10-12,ACC_6171744,TD Ameritrade,GOOGL,Alphabet Inc.,SELL,864,255.02,220337.28,2.68,2025-06-14,14:57:47,424601.17,Conservative,Retirement,42880,1225068
TXN_000322,Jessica,Martin,jessica.martin@yahoo.com,+1-109-667-3773,9701 Second St,Philadelphia,PA,48652,384-53-1664,1960-12-30,ACC_7975147,Charles Schwab,AAPL,Apple Inc.,SELL,143,538.19,76961.17,8.99,2025-06-06,15:34:57,349429.26,Aggressive,Retirement,181415,715678
TXN_000323,Amanda,Thomas,amanda.thomas@outlook.com,+1-916-603-1620,1644 Broadway,San Diego,CA,44434,167-34-8773,1977-11-23,ACC_4128886,Ally Invest,CRM,Salesforce Inc.,SELL,429,486.33,208635.57,1.73,2025-06-29,09:28:58,435543.45,Aggressive,Speculation,183650,794458
TXN_000324,Betty,Brown,betty.brown@outlook.com,+1-155-542-2375,7769 Park Ave,San Diego,CA,39742,132-65-6763,1970-12-19,ACC_3537317,Merrill Edge,AMZN,Amazon.com Inc.,SELL,810,213.66,173064.6,4.08,2025-05-21,09:18:02,376224.18,Aggressive,Growth,198682,1830714
TXN_000325,Andrew,Moore,andrew.moore@yahoo.com,+1-253-730-4271,9940 First St,San Diego,CA,13964,226-52-9417,1953-08-12,ACC_8201001,Fidelity,NFLX,Netflix Inc.,BUY,603,290.56,175207.68,2.41,2025-07-03,09:11:05,81595.82,Moderate,Retirement,73682,1391489
TXN_000326,Amanda,Anderson,amanda.anderson@yahoo.com,+1-502-558-6661,8826 Maple Way,San Francisco,CA,24413,200-28-6611,1990-01-01,ACC_5014434,Charles Schwab,INTC,Intel Corporation,BUY,961,303.56,291721.16,3.31,2025-05-19,14:59:25,50347.6,Aggressive,Income,116861,1875477
TXN_000327,Andrew,Anderson,andrew.anderson@hotmail.com,+1-361-333-2247,1996 Cedar Ln,Phoenix,AZ,64346,677-59-5548,1996-11-11,ACC_9891044,Vanguard,PLTR,Palantir Technologies,BUY,839,522.32,438226.48,5.15,2025-05-18,11:32:40,361623.28,Conservative,Income,117225,1981636
TXN_000328,Matthew,Brown,matthew.brown@outlook.com,+1-203-762-9115,9174 Park Ave,Indianapolis,IN,52759,594-26-4675,1996-04-15,ACC_1054565,Ally Invest,PYPL,PayPal Holdings Inc.,SELL,237,73.33,17379.21,9.05,2025-05-22,11:41:51,191534.31,Conservative,Growth,99441,1735462
TXN_000329,Anthony,Wilson,anthony.wilson@outlook.com,+1-655-438-4950,7284 Elm Dr,Chicago,IL,33210,181-61-1168,1955-02-13,ACC_7241760,Webull,INTC,Intel Corporation,BUY,750,251.4,188550.0,1.84,2025-06-06,14:46:46,88254.9,Aggressive,Income,61433,1399159
TXN_000330,Betty,Sanchez,betty.sanchez@outlook.com,+1-451-310-1465,3350 Main St,San Antonio,TX,83194,134-25-8503,1980-02-14,ACC_5530201,Merrill Edge,CRM,Salesforce Inc.,SELL,524,125.48,65751.52,6.13,2025-06-19,10:16:42,430168.43,Conservative,Growth,53656,925701
TXN_000331,John,Harris,john.harris@yahoo.com,+1-313-679-4688,2607 Broadway,Austin,TX,90662,884-59-3409,1973-01-10,ACC_6365438,Ally Invest,ZOOM,Zoom Video Communications,SELL,317,479.78,152090.26,1.05,2025-07-03,11:53:49,156365.74,Aggressive,Speculation,45187,1119649
TXN_000332,Michael,Ramirez,michael.ramirez@outlook.com,+1-357-307-5931,8320 Maple Way,Charlotte,NC,40151,215-73-9373,1950-01-25,ACC_8103948,Vanguard,SNOW,Snowflake Inc.,BUY,656,520.1,341185.6,7.33,2025-06-01,11:39:43,96243.32,Conservative,Speculation,159390,1344004
TXN_000333,Donald,Robinson,donald.robinson@yahoo.com,+1-366-501-9672,3841 Pine Rd,Los Angeles,CA,19792,279-48-8412,1992-11-17,ACC_1402212,Robinhood,AMD,Advanced Micro Devices,BUY,416,543.43,226066.88,5.85,2025-06-17,14:07:32,144062.58,Aggressive,Speculation,72556,737672
TXN_000334,David,Martin,david.martin@hotmail.com,+1-759-123-5698,9719 Cedar Ln,Austin,TX,95708,387-11-2354,1954-04-22,ACC_8708036,Robinhood,CRM,Salesforce Inc.,BUY,79,321.9,25430.1,7.95,2025-05-06,15:56:45,327756.1,Conservative,Income,77986,286053
TXN_000335,Helen,Anderson,helen.anderson@yahoo.com,+1-936-549-4734,103 Second St,Los Angeles,CA,20222,569-27-9008,1971-03-21,ACC_4491860,Robinhood,RBLX,Roblox Corporation,BUY,213,442.43,94237.59,4.63,2025-07-04,14:58:15,235382.88,Aggressive,Growth,113217,1210119
TXN_000336,Jessica,Martin,jessica.martin@yahoo.com,+1-319-307-5061,2896 Pine Rd,Dallas,TX,82873,417-98-4750,1952-09-27,ACC_4383117,E*TRADE,AMD,Advanced Micro Devices,BUY,637,95.49,60827.13,10.41,2025-06-14,12:16:22,491903.61,Moderate,Retirement,118186,1138790
TXN_000337,Betty,Sanchez,betty.sanchez@gmail.com,+1-623-559-2309,5760 Oak Ave,Chicago,IL,72874,467-18-2786,1992-09-23,ACC_4423356,Webull,AAPL,Apple Inc.,SELL,832,189.12,157347.84,2.89,2025-05-30,12:09:52,372478.57,Aggressive,Income,148286,624336
TXN_000338,Donald,Ramirez,donald.ramirez@hotmail.com,+1-287-177-4266,8018 First St,New York,NY,65191,114-90-8561,1993-05-18,ACC_6812389,Ally Invest,SPOT,Spotify Technology SA,BUY,544,173.5,94384.0,9.66,2025-06-21,09:53:37,419084.9,Conservative,Speculation,116461,1893936
TXN_000339,Donna,Thompson,donna.thompson@gmail.com,+1-721-347-2541,737 Cedar Ln,San Jose,CA,40770,961-89-4170,1991-06-08,ACC_5356292,E*TRADE,PYPL,PayPal Holdings Inc.,BUY,848,108.66,92143.68,6.34,2025-05-09,09:23:37,425298.86,Conservative,Growth,111297,1138711
TXN_000340,Betty,Jackson,betty.jackson@outlook.com,+1-611-697-8660,5015 Park Ave,Columbus,OH,17119,338-56-2643,1952-07-26,ACC_1103953,Fidelity,ORCL,Oracle Corporation,SELL,790,216.4,170956.0,9.59,2025-06-04,13:19:10,77031.54,Aggressive,Retirement,178561,738751
TXN_000341,James,Hernandez,james.hernandez@yahoo.com,+1-604-259-7624,7659 Maple Way,San Antonio,TX,90275,622-75-6253,1989-06-17,ACC_8113860,Ally Invest,TSLA,Tesla Inc.,SELL,974,301.79,293943.46,1.6,2025-06-03,14:08:18,439760.7,Aggressive,Retirement,63676,792031
TXN_000342,Michael,Smith,michael.smith@hotmail.com,+1-405-118-7522,9329 Oak Ave,Washington,DC,47933,738-36-1498,1976-12-13,ACC_6528834,Robinhood,META,Meta Platforms Inc.,SELL,840,77.66,65234.4,3.52,2025-06-24,12:25:46,457378.93,Moderate,Speculation,141384,670622
TXN_000343,Christopher,Robinson,christopher.robinson@hotmail.com,+1-637-563-8263,7730 Elm Dr,New York,NY,39855,633-74-5991,1956-12-28,ACC_8881925,Merrill Edge,ORCL,Oracle Corporation,SELL,241,383.77,92488.57,2.44,2025-05-05,14:51:32,209202.75,Moderate,Growth,151771,447955
TXN_000344,Lisa,Garcia,lisa.garcia@outlook.com,+1-135-250-7489,3277 Maple Way,Los Angeles,CA,40532,864-78-7656,1963-05-11,ACC_2786247,Webull,META,Meta Platforms Inc.,BUY,819,328.47,269016.93,7.5,2025-06-16,15:05:07,224618.72,Aggressive,Speculation,130014,1608081
TXN_000345,Jane,Johnson,jane.johnson@gmail.com,+1-230-190-7092,8283 Maple Way,Charlotte,NC,35367,544-99-6318,1981-06-02,ACC_9419859,Fidelity,AMZN,Amazon.com Inc.,BUY,823,394.38,324574.74,6.3,2025-05-17,09:26:47,143421.6,Conservative,Speculation,73749,1598754
TXN_000346,Mark,Johnson,mark.johnson@outlook.com,+1-572-426-3905,9873 Broadway,Seattle,WA,43020,822-64-5753,1952-02-05,ACC_6001362,E*TRADE,NFLX,Netflix Inc.,BUY,496,351.25,174220.0,6.88,2025-06-04,13:23:30,259823.65,Aggressive,Income,99115,1723913
TXN_000347,Jane,Robinson,jane.robinson@gmail.com,+1-553-146-2770,4612 Broadway,Denver,CO,44167,466-97-4456,1982-10-11,ACC_4273237,Ally Invest,AMZN,Amazon.com Inc.,SELL,447,252.49,112863.03,9.63,2025-06-19,15:01:09,295932.45,Aggressive,Income,110791,1503768
TXN_000348,Betty,Jones,betty.jones@gmail.com,+1-428-850-2610,2164 Maple Way,Fort Worth,TX,24457,971-79-3991,1984-08-30,ACC_2339177,Interactive Brokers,RBLX,Roblox Corporation,BUY,60,432.33,25939.8,1.67,2025-06-21,09:56:50,481297.88,Moderate,Retirement,134552,867373
TXN_000349,Jessica,Clark,jessica.clark@outlook.com,+1-815-534-3956,5247 Oak Ave,Los Angeles,CA,25362,704-54-4482,1953-12-27,ACC_8099220,E*TRADE,ADBE,Adobe Inc.,BUY,217,291.0,63147.0,2.1,2025-06-16,15:58:27,454218.15,Aggressive,Income,88884,942380
TXN_000350,John,Sanchez,john.sanchez@yahoo.com,+1-719-971-6645,8549 Elm Dr,Charlotte,NC,66640,128-98-3195,1990-05-30,ACC_3960725,Robinhood,PLTR,Palantir Technologies,BUY,952,144.04,137126.08,6.15,2025-05-12,13:14:00,460491.3,Conservative,Growth,63933,1751047
TXN_000351,Matthew,Williams,matthew.williams@hotmail.com,+1-955-973-4513,5694 Cedar Ln,San Diego,CA,84920,775-81-6873,1951-06-16,ACC_4289103,Robinhood,ORCL,Oracle Corporation,BUY,879,462.66,406678.14,2.74,2025-06-27,11:48:24,287138.35,Aggressive,Income,69316,1131837
TXN_000352,Lisa,Martinez,lisa.martinez@yahoo.com,+1-433-920-5671,2310 Second St,New York,NY,39803,948-72-2793,1999-02-06,ACC_9243613,Fidelity,MSFT,Microsoft Corporation,BUY,427,221.31,94499.37,4.3,2025-05-22,14:45:51,125170.62,Aggressive,Growth,139428,52214
TXN_000353,Nancy,Harris,nancy.harris@outlook.com,+1-713-120-9382,7026 Elm Dr,San Antonio,TX,59569,321-32-9611,1954-07-17,ACC_9295537,Webull,AMZN,Amazon.com Inc.,BUY,659,426.52,281076.68,4.79,2025-05-17,09:37:54,330704.79,Aggressive,Speculation,50677,1993768
TXN_000354,Michael,Martin,michael.martin@hotmail.com,+1-327-133-8871,4547 Cedar Ln,Dallas,TX,21185,877-49-9738,1958-07-26,ACC_4281377,Webull,ZOOM,Zoom Video Communications,SELL,669,428.72,286813.68,4.49,2025-06-14,13:35:13,17141.24,Aggressive,Retirement,139067,562552
TXN_000355,Betty,Smith,betty.smith@outlook.com,+1-831-928-7732,3609 First St,Fort Worth,TX,14961,217-87-5613,1997-08-15,ACC_5676023,Interactive Brokers,AAPL,Apple Inc.,BUY,578,404.36,233720.08,10.06,2025-05-26,12:42:49,279273.84,Aggressive,Speculation,150092,564170
TXN_000356,Matthew,Thompson,matthew.thompson@yahoo.com,+1-816-833-1673,9297 Pine Rd,Dallas,TX,65810,619-41-5491,1973-11-06,ACC_5151185,Charles Schwab,ADBE,Adobe Inc.,BUY,820,269.18,220727.6,9.62,2025-06-01,12:44:48,459993.23,Moderate,Income,145279,1523663
TXN_000357,Amanda,Martin,amanda.martin@hotmail.com,+1-519-573-2484,729 Second St,Fort Worth,TX,10727,407-98-5094,1991-06-09,ACC_8481581,TD Ameritrade,SPOT,Spotify Technology SA,SELL,361,145.79,52630.19,1.69,2025-05-13,15:45:15,149649.26,Conservative,Speculation,55301,606746
TXN_000358,Lisa,White,lisa.white@outlook.com,+1-946-446-7891,7311 Second St,New York,NY,33014,728-73-9018,1987-01-23,ACC_4783966,Robinhood,GOOGL,Alphabet Inc.,SELL,715,98.98,70770.7,4.08,2025-06-01,09:17:45,10866.46,Moderate,Retirement,108663,1369504
TXN_000359,Christopher,Taylor,christopher.taylor@gmail.com,+1-651-162-2677,5016 Cedar Ln,Houston,TX,64845,710-37-4115,1964-08-18,ACC_3256499,TD Ameritrade,AAPL,Apple Inc.,BUY,909,220.91,200807.19,2.81,2025-05-09,11:57:45,49385.65,Aggressive,Retirement,160802,749668
TXN_000360,William,Wilson,william.wilson@yahoo.com,+1-794-725-6710,6631 Pine Rd,Austin,TX,46855,291-15-7301,1958-05-11,ACC_9821438,Vanguard,INTC,Intel Corporation,SELL,642,321.11,206152.62,8.61,2025-05-30,13:57:10,278483.35,Conservative,Growth,143953,446132
TXN_000361,Lisa,White,lisa.white@yahoo.com,+1-796-570-4443,8100 Second St,Denver,CO,79282,246-60-3472,1954-09-15,ACC_3199949,Robinhood,MSFT,Microsoft Corporation,BUY,559,232.4,129911.6,1.05,2025-06-27,09:51:46,236021.55,Aggressive,Speculation,175299,897609
TXN_000362,Michael,Wilson,michael.wilson@hotmail.com,+1-819-706-5334,8490 Broadway,Charlotte,NC,69747,755-85-1573,1993-07-19,ACC_6912286,Merrill Edge,RBLX,Roblox Corporation,BUY,113,110.17,12449.21,10.53,2025-06-28,10:42:46,293853.34,Conservative,Income,142461,1550727
TXN_000363,Sandra,Rodriguez,sandra.rodriguez@hotmail.com,+1-570-497-7519,7842 Oak Ave,San Diego,CA,50861,915-43-1310,1990-12-28,ACC_9765059,Charles Schwab,NFLX,Netflix Inc.,BUY,41,84.46,3462.86,1.36,2025-05-08,11:03:50,356714.98,Conservative,Growth,124275,93866
TXN_000364,Mark,Rodriguez,mark.rodriguez@hotmail.com,+1-671-809-1391,13 Cedar Ln,Indianapolis,IN,90011,235-37-9642,1996-02-03,ACC_4288792,Charles Schwab,SPOT,Spotify Technology SA,BUY,406,507.95,206227.7,4.37,2025-06-06,14:53:28,194400.58,Aggressive,Income,191227,1238410
TXN_000365,John,Johnson,john.johnson@outlook.com,+1-768-874-2537,1081 First St,San Jose,CA,59014,309-75-3350,1998-09-26,ACC_1756646,Merrill Edge,AAPL,Apple Inc.,SELL,935,319.95,299153.25,7.51,2025-06-19,15:55:45,340906.54,Aggressive,Growth,164151,1648470
TXN_000366,Jennifer,Taylor,jennifer.taylor@outlook.com,+1-262-481-8259,751 Pine Rd,Seattle,WA,24564,536-84-7046,1994-03-07,ACC_4731214,Interactive Brokers,PYPL,PayPal Holdings Inc.,SELL,598,84.86,50746.28,9.59,2025-06-26,10:35:05,379995.61,Aggressive,Income,114715,1008718
TXN_000367,Emily,Johnson,emily.johnson@yahoo.com,+1-488-958-6030,1740 Oak Ave,Columbus,OH,67471,525-48-5853,1983-06-21,ACC_9718962,Webull,RBLX,Roblox Corporation,BUY,524,125.25,65631.0,6.3,2025-05-26,12:10:23,120239.25,Aggressive,Income,53162,472074
TXN_000368,Andrew,Gonzalez,andrew.gonzalez@outlook.com,+1-371-335-3669,1861 Pine Rd,Chicago,IL,59950,605-58-6700,1994-08-07,ACC_7627834,Interactive Brokers,META,Meta Platforms Inc.,SELL,555,94.99,52719.45,10.08,2025-06-12,15:53:43,40272.08,Aggressive,Speculation,157624,1971832
TXN_000369,Paul,Martinez,paul.martinez@hotmail.com,+1-411-130-6307,3045 Cedar Ln,Jacksonville,FL,45304,189-67-6527,1957-09-12,ACC_7169020,E*TRADE,META,Meta Platforms Inc.,BUY,421,199.02,83787.42,8.39,2025-05-09,12:04:36,475856.48,Moderate,Retirement,94915,623597
TXN_000370,Jane,Thompson,jane.thompson@outlook.com,+1-862-730-3079,7858 Oak Ave,Jacksonville,FL,70369,437-97-3088,1959-07-17,ACC_9622901,Vanguard,AAPL,Apple Inc.,BUY,552,105.16,58048.32,1.11,2025-06-15,13:11:37,149473.25,Aggressive,Income,110572,1995693
TXN_000371,Betty,Harris,betty.harris@hotmail.com,+1-862-115-3341,6166 Second St,Austin,TX,79057,272-38-5685,1968-02-25,ACC_8431165,Vanguard,NVDA,NVIDIA Corporation,BUY,621,528.16,327987.36,5.23,2025-05-09,11:52:13,397069.3,Aggressive,Income,135000,1872475
TXN_000372,Christopher,Gonzalez,christopher.gonzalez@gmail.com,+1-163-530-1335,4711 Park Ave,Houston,TX,88801,466-15-7611,1996-12-13,ACC_6334119,Vanguard,GOOGL,Alphabet Inc.,BUY,77,239.72,18458.44,8.57,2025-05-09,09:25:20,247231.95,Conservative,Speculation,87001,985512
TXN_000373,William,Lee,william.lee@yahoo.com,+1-603-921-7642,2814 Oak Ave,Indianapolis,IN,95853,668-30-9495,1992-03-10,ACC_1232971,Ally Invest,INTC,Intel Corporation,BUY,872,153.44,133799.68,7.22,2025-06-14,11:16:48,67258.07,Moderate,Income,92382,706559
TXN_000374,Donald,Williams,donald.williams@gmail.com,+1-643-152-9109,8164 Main St,Indianapolis,IN,37926,587-52-4860,1996-11-05,ACC_4441356,Webull,PYPL,PayPal Holdings Inc.,SELL,481,167.61,80620.41,3.11,2025-06-05,11:22:54,44076.92,Conservative,Growth,163708,203890
TXN_000375,Jennifer,Wilson,jennifer.wilson@gmail.com,+1-499-692-4073,9388 Park Ave,Austin,TX,56302,285-58-8662,1966-11-19,ACC_9328236,Fidelity,ORCL,Oracle Corporation,BUY,217,231.25,50181.25,5.48,2025-05-23,14:37:46,296142.66,Moderate,Growth,114521,1869199
TXN_000376,Sandra,Sanchez,sandra.sanchez@gmail.com,+1-289-917-6122,9845 Oak Ave,Los Angeles,CA,54796,898-76-2483,1954-12-25,ACC_3308416,Webull,AAPL,Apple Inc.,BUY,220,102.93,22644.6,3.89,2025-05-12,14:30:42,83077.52,Conservative,Retirement,165588,1695076
TXN_000377,Jessica,Robinson,jessica.robinson@hotmail.com,+1-355-678-3384,1027 Oak Ave,San Diego,CA,72153,340-12-7718,1996-03-18,ACC_5521265,Merrill Edge,PLTR,Palantir Technologies,SELL,80,163.04,13043.2,9.67,2025-06-04,12:58:52,119222.85,Conservative,Growth,195802,503858
TXN_000378,Karen,Lewis,karen.lewis@yahoo.com,+1-441-777-2350,3516 Cedar Ln,Philadelphia,PA,49315,440-11-3681,1968-06-02,ACC_1055311,Merrill Edge,NVDA,NVIDIA Corporation,BUY,875,415.81,363833.75,10.75,2025-06-25,12:44:10,384099.46,Moderate,Growth,110950,1353958
TXN_000379,James,Gonzalez,james.gonzalez@hotmail.com,+1-873-367-3043,3124 Elm Dr,Denver,CO,72883,551-90-8005,1959-09-01,ACC_8154076,Vanguard,RBLX,Roblox Corporation,SELL,833,460.68,383746.44,3.22,2025-07-04,09:55:35,100202.36,Conservative,Income,150051,432326
TXN_000380,Nancy,Clark,nancy.clark@yahoo.com,+1-170-997-7628,2308 Second St,Philadelphia,PA,39690,608-69-7070,1954-05-17,ACC_7637419,Fidelity,AMZN,Amazon.com Inc.,BUY,64,460.52,29473.28,6.86,2025-06-24,14:48:41,461480.32,Aggressive,Speculation,134726,764393
